input_text,output_json
Alamat saya di jalan BURSA OTOMOTIF SUTER No.69A RT 11/RW 4 Jelambar Grogol Petamburan Jakbar,"{""nama_jalan"": ""JL. BURSA OTOMOTIF SUNTER"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""69A"", ""rt"": ""11"", ""rw"": ""4"", ""kelurahan"": ""Jelambar"", ""kecamatan"": ""Grogol Petamburan"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": null, ""kodepos"": null, ""detail_unit"": null}"
Tujuan: JL HAJI MIRAN No.77A - RT 11 / RW 3 - Kebon Melati - Tanah Abang - Jakarta Pus. - 10230 - DKI Jakarta,"{""nama_jalan"": ""JL. HAJI MIRAN"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""77A"", ""rt"": ""11"", ""rw"": ""3"", ""kelurahan"": ""Kebon Melati"", ""kecamatan"": ""Tanah Abang"", ""kota_kabupaten"": ""Kota Jakarta Pusat"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""10230"", ""detail_unit"": null}"
"AVANIA No. 48 Blok C17, Pasar Baru, Sawah Besar, Jakpus","{""nama_jalan"": null, ""nama_kompleks_atau_gedung"": ""AVANIA"", ""blok_kavling"": ""C17"", ""nomor"": ""48"", ""rt"": null, ""rw"": null, ""kelurahan"": ""Pasar Baru"", ""kecamatan"": ""Sawah Besar"", ""kota_kabupaten"": ""Kota Jakarta Pusat"", ""provinsi"": null, ""kodepos"": null, ""detail_unit"": null}"
Jln. MARGA GUA No. 9 / Lantai 14 Unit 10A / Gunung Sahari Utara / Sawah Besar / 10720 / Jakpus,"{""nama_jalan"": ""JL. MARGA GUNA"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""9"", ""rt"": null, ""rw"": null, ""kelurahan"": ""Gunung Sahari Utara"", ""kecamatan"": ""Sawah Besar"", ""kota_kabupaten"": ""Kota Jakarta Pusat"", ""provinsi"": null, ""kodepos"": ""10720"", ""detail_unit"": ""Lantai 14 Unit 10A""}"
"Kirim paket ke No.59A PLUIT KARANG, Rt.15 Rw.7, Cipulir, Kebayoran Lama, Jakarta Selatan, DKI Jakarta","{""nama_jalan"": ""JL. PLUIT KARANG"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""59A"", ""rt"": ""15"", ""rw"": ""7"", ""kelurahan"": ""Cipulir"", ""kecamatan"": ""Kebayoran Lama"", ""kota_kabupaten"": ""Kota Jakarta Selatan"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": null}"
Kirim paket ke 68C JL GRMEDIA RT 1 RW 12 Cikini Menteng Jakpus DKI Jakarta,"{""nama_jalan"": ""JL. GRAMEDIA"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""68C"", ""rt"": ""1"", ""rw"": ""12"", ""kelurahan"": ""Cikini"", ""kecamatan"": ""Menteng"", ""kota_kabupaten"": ""Kota Jakarta Pusat"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": null}"
"Alamat saya di Jakarta Sel., DKI Jakarta, Gandaria Utara, Kebayoran Baru, No. 91C JALAN PASEBAN, Rt.4, Rw.13","{""nama_jalan"": ""JL. PASEBAN"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""91C"", ""rt"": ""4"", ""rw"": ""13"", ""kelurahan"": ""Gandaria Utara"", ""kecamatan"": ""Kebayoran Baru"", ""kota_kabupaten"": ""Kota Jakarta Selatan"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": null}"
Alamat saya di Tambora - Tambora - No.54A jln. BINTARO RAYA - RT 10/RW 7 - Jakbar - 11220,"{""nama_jalan"": ""JL. BINTARO RAYA"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""54A"", ""rt"": ""10"", ""rw"": ""7"", ""kelurahan"": ""Tambora"", ""kecamatan"": ""Tambora"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": null, ""kodepos"": ""11220"", ""detail_unit"": null}"
Kirim paket ke Jakpus Gelora Tanah Abang gg. PONDOK KELAPA RAYA No. 29A RT 12/RW 11,"{""nama_jalan"": ""JL. PONDOK KELAPA RAYA"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""29A"", ""rt"": ""12"", ""rw"": ""11"", ""kelurahan"": ""Gelora"", ""kecamatan"": ""Tanah Abang"", ""kota_kabupaten"": ""Kota Jakarta Pusat"", ""provinsi"": null, ""kodepos"": null, ""detail_unit"": null}"
"Tolong antarkan ke alamat ARJUNA No. 51C, RT 03/RW 07, Cengkareng, Kapuk, Jakbar","{""nama_jalan"": ""JL. ARJUNA"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""51C"", ""rt"": ""3"", ""rw"": ""7"", ""kelurahan"": ""Kapuk"", ""kecamatan"": ""Cengkareng"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": null, ""kodepos"": null, ""detail_unit"": null}"
Tujuan: gang STASIUN ANGKE No.73C Papanggo Tanjung Priok 14340 Jakarta U.,"{""nama_jalan"": ""JL. STASIUN ANGKE"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""73C"", ""rt"": null, ""rw"": null, ""kelurahan"": ""Papanggo"", ""kecamatan"": ""Tanjung Priok"", ""kota_kabupaten"": ""Kota Jakarta Utara"", ""provinsi"": null, ""kodepos"": ""14340"", ""detail_unit"": null}"
Kirim paket ke gg SIANTAR 20A - Kramat - Senen - Jakarta Pusat - DKI Jakarta,"{""nama_jalan"": ""JL. SIANTAR"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""20A"", ""rt"": null, ""rw"": null, ""kelurahan"": ""Kramat"", ""kecamatan"": ""Senen"", ""kota_kabupaten"": ""Kota Jakarta Pusat"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": null}"
Alamat saya di No.53C Jl PULAU MACAN BESAR /PULAU MATAHARI RT 10/RW 09 Mampang Prapatan Mampang Prapatan Jaksel 12790 DKI Jakarta,"{""nama_jalan"": ""PULAU MACAN BESAR / PULAU MATAHARI"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""53C"", ""rt"": ""10"", ""rw"": ""9"", ""kelurahan"": ""Mampang Prapatan"", ""kecamatan"": ""Mampang Prapatan"", ""kota_kabupaten"": ""Kota Jakarta Selatan"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""12790"", ""detail_unit"": null}"
Lokasi rumah: Jln TgEBET BARAT V 90 / Pulau Panggang / Kepulauan Seribu Utara / Kepulauan Seribu / 14530,"{""nama_jalan"": ""JL. TEBET BARAT V"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""90"", ""rt"": null, ""rw"": null, ""kelurahan"": ""Pulau Panggang"", ""kecamatan"": ""Kepulauan Seribu Utara"", ""kota_kabupaten"": ""Kabupaten Kepulauan Seribu"", ""provinsi"": null, ""kodepos"": ""14530"", ""detail_unit"": null}"
"Cideng Gambir gang LAKSA No.97 Rt.5, Rw.10 Jakarta Pus. 10150","{""nama_jalan"": ""JL. LAKSA"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""97"", ""rt"": ""5"", ""rw"": ""10"", ""kelurahan"": ""Cideng"", ""kecamatan"": ""Gambir"", ""kota_kabupaten"": ""Kota Jakarta Pusat"", ""provinsi"": null, ""kodepos"": ""10150"", ""detail_unit"": null}"
Tolong antarkan ke alamat DKI Jakarta / Jakarta Timur / Cipinang Besar Utara / Jatinegara / gang ASURANSI No.12C / RT 05/RW 05,"{""nama_jalan"": ""JL. ASURANSI"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""12C"", ""rt"": ""5"", ""rw"": ""5"", ""kelurahan"": ""Cipinang Besar Utara"", ""kecamatan"": ""Jatinegara"", ""kota_kabupaten"": ""Kota Jakarta Timur"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": null}"
Lokasi rumah: Jakarta Timur - Jatinegara - Bali Mester - JLN sPINTU SENG No. 45B - Rt.10 / Rw.7,"{""nama_jalan"": ""JL. PINTU SENG"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""45B"", ""rt"": ""10"", ""rw"": ""7"", ""kelurahan"": ""Bali Mester"", ""kecamatan"": ""Jatinegara"", ""kota_kabupaten"": ""Kota Jakarta Timur"", ""provinsi"": null, ""kodepos"": null, ""detail_unit"": null}"
Lokasi rumah: Jaksel - Pasar Minggu - Pasar Minggu - jl. TANJUNG DUREN BARAT No.94 - RT 14/RW 07,"{""nama_jalan"": ""JL. TANJUNG DUREN BARAT"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""94"", ""rt"": ""14"", ""rw"": ""7"", ""kelurahan"": ""Pasar Minggu"", ""kecamatan"": ""Pasar Minggu"", ""kota_kabupaten"": ""Kota Jakarta Selatan"", ""provinsi"": null, ""kodepos"": null, ""detail_unit"": null}"
"Alamat saya di jl RAYA KEMBANGAN No.45, Rt.3 Rw.1, Rawa Badak Selatan, Koja, 14230, Jakarta U.","{""nama_jalan"": ""JL. RAYA KEMBANGAN"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""45"", ""rt"": ""3"", ""rw"": ""1"", ""kelurahan"": ""Rawa Badak Selatan"", ""kecamatan"": ""Koja"", ""kota_kabupaten"": ""Kota Jakarta Utara"", ""provinsi"": null, ""kodepos"": ""14230"", ""detail_unit"": null}"
Tolong antarkan ke alamat Sports Mall Kelapa Gading 21 Blok C5 / Lantai 14 Unit 8A / Rt.5 / Rw.4 / Jakarta Baru / Bula Barat / Maluku / Kabupaten Seram Bagian Timur / 97522,"{""nama_jalan"": null, ""nama_kompleks_atau_gedung"": ""Sports Mall Kelapa Gading"", ""blok_kavling"": ""C5"", ""nomor"": ""21"", ""rt"": ""5"", ""rw"": ""4"", ""kelurahan"": ""Jakarta Baru"", ""kecamatan"": ""Bula Barat"", ""kota_kabupaten"": ""Kabupaten Seram Bagian Timur"", ""provinsi"": ""Maluku"", ""kodepos"": ""97522"", ""detail_unit"": ""Lantai 14 Unit 8A""}"
"Tujuan: jln KOMP. RUKO GbUNUNG SAHARI No. 6B RT 10, RW 3 Kamal Muara Penjaringan 14470 Jakarta Utara DKI Jakarta","{""nama_jalan"": ""JL. KOMP. RUKO GUNUNG SAHARI"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""6B"", ""rt"": ""10"", ""rw"": ""3"", ""kelurahan"": ""Kamal Muara"", ""kecamatan"": ""Penjaringan"", ""kota_kabupaten"": ""Kota Jakarta Utara"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""14470"", ""detail_unit"": null}"
Alamat saya di 90C gg. PINANG / RT 11/RW 12 / Tambora / Jembatan Besi / Jakbar / DKI Jakarta,"{""nama_jalan"": ""JL. PINANG"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""90C"", ""rt"": ""11"", ""rw"": ""12"", ""kelurahan"": ""Jembatan Besi"", ""kecamatan"": ""Tambora"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": null}"
"Joglo / Kembangan / JL AGUNG KARYA VI 39C / Rt.2, Rw.12 / Jakarta Bar.","{""nama_jalan"": ""JL. AGUNG KARYA VI"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""39C"", ""rt"": ""2"", ""rw"": ""12"", ""kelurahan"": ""Joglo"", ""kecamatan"": ""Kembangan"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": null, ""kodepos"": null, ""detail_unit"": null}"
Lokasi rumah: 11450 / Jakarta Barat / Grogol / Grogol Petamburan / JL GAYA MOTOR RAYA 47 / Lantai 21 Unit 4A,"{""nama_jalan"": ""JL. GAYA MOTOR RAYA"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""47"", ""rt"": null, ""rw"": null, ""kelurahan"": ""Grogol"", ""kecamatan"": ""Grogol Petamburan"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": null, ""kodepos"": ""11450"", ""detail_unit"": ""Lantai 21 Unit 4A""}"
Kirim paket ke Jl GILIMANUK No.63B / Bendungan Hilir / Tanah Abang / Jakarta Pusat,"{""nama_jalan"": ""JL. GILIMANUK"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""63B"", ""rt"": null, ""rw"": null, ""kelurahan"": ""Bendungan Hilir"", ""kecamatan"": ""Tanah Abang"", ""kota_kabupaten"": ""Kota Jakarta Pusat"", ""provinsi"": null, ""kodepos"": null, ""detail_unit"": null}"
"Alamat saya di Jl JEDN. SUDIRMAN 79B, Sumur Batu, Kemayoran, Jakarta Pus., 10640","{""nama_jalan"": ""JL. JEND. SUDIRMAN"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""79B"", ""rt"": null, ""rw"": null, ""kelurahan"": ""Sumur Batu"", ""kecamatan"": ""Kemayoran"", ""kota_kabupaten"": ""Kota Jakarta Pusat"", ""provinsi"": null, ""kodepos"": ""10640"", ""detail_unit"": null}"
"Tujuan: Jakbar, 11230, Tambora, Roa Malaka, jalan BANGKA II No. 66A, Rt.14 Rw.11","{""nama_jalan"": ""JL. BANGKA II"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""66A"", ""rt"": ""14"", ""rw"": ""11"", ""kelurahan"": ""Roa Malaka"", ""kecamatan"": ""Tambora"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": null, ""kodepos"": ""11230"", ""detail_unit"": null}"
"Tolong antarkan ke alamat Sumur Batu, Kemayoran, Jl. LANGSAT 71B, DKI Jakarta, Jakpus","{""nama_jalan"": ""JL. LANGSAT"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""71B"", ""rt"": null, ""rw"": null, ""kelurahan"": ""Sumur Batu"", ""kecamatan"": ""Kemayoran"", ""kota_kabupaten"": ""Kota Jakarta Pusat"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": null}"
"Tolong antarkan ke alamat Jakarta Bar., 11160, Maphar, Taman Sari, jalan KRAMAT LONTAR No. 64C, Rt.12 / Rw.15","{""nama_jalan"": ""JL. KRAMAT LONTAR"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""64C"", ""rt"": ""12"", ""rw"": ""15"", ""kelurahan"": ""Maphar"", ""kecamatan"": ""Taman Sari"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": null, ""kodepos"": ""11160"", ""detail_unit"": null}"
"Tolong antarkan ke alamat Jaktim, DKI Jakarta, 13610, Makasar, Halim Perdana Kusuma, JLN KAYU PUTIH No. 31, RT 14/RW 06","{""nama_jalan"": ""JL. KAYU PUTIH"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""31"", ""rt"": ""14"", ""rw"": ""6"", ""kelurahan"": ""Halim Perdana Kusuma"", ""kecamatan"": ""Makasar"", ""kota_kabupaten"": ""Kota Jakarta Timur"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""13610"", ""detail_unit"": null}"
"Alamat saya di KOMPLEK BTN B18 No. 46, Rt.7 / Rw.3, Kamal, Kalideres, Jakarta Bar., 11810","{""nama_jalan"": null, ""nama_kompleks_atau_gedung"": ""KOMPLEK BTN"", ""blok_kavling"": ""B18"", ""nomor"": ""46"", ""rt"": ""7"", ""rw"": ""3"", ""kelurahan"": ""Kamal"", ""kecamatan"": ""Kalideres"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": null, ""kodepos"": ""11810"", ""detail_unit"": null}"
Tujuan: DKI Jakarta / Jakarta Tim. / Ujung Menteng / Cakung / gg. PLUIT KARANG PERMI No.26B / Lantai 15 Unit 3A,"{""nama_jalan"": ""JL. PLUIT KARANG PERMAI"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""26B"", ""rt"": null, ""rw"": null, ""kelurahan"": ""Ujung Menteng"", ""kecamatan"": ""Cakung"", ""kota_kabupaten"": ""Kota Jakarta Timur"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": ""Lantai 15 Unit 3A""}"
"Tujuan: ggg WIJAYA CHANDRA No.73A / RT 15, RW 6 / Kemayoran / Utan Panjang / Jakarta Pus. / 10650 / DKI Jakarta","{""nama_jalan"": ""JL. WIJAYA CHANDRA"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""73A"", ""rt"": ""15"", ""rw"": ""6"", ""kelurahan"": ""Utan Panjang"", ""kecamatan"": ""Kemayoran"", ""kota_kabupaten"": ""Kota Jakarta Pusat"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""10650"", ""detail_unit"": null}"
"Tujuan: JALAN GREEN VILLE RAYA 72B, Lantai 2 Unit 6A, Rt.8/Rw.4, Kalisari, Pasar Rebo, 13790, Jakarta Tim.","{""nama_jalan"": ""JL. GREEN VILLE RAYA"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""72B"", ""rt"": ""8"", ""rw"": ""4"", ""kelurahan"": ""Kalisari"", ""kecamatan"": ""Pasar Rebo"", ""kota_kabupaten"": ""Kota Jakarta Timur"", ""provinsi"": null, ""kodepos"": ""13790"", ""detail_unit"": ""Lantai 2 Unit 6A""}"
"Lokasi rumah: Jakarta Tim., DKI Jakarta, Rawa Terate, Cakung, gg. PSAAR KAWI-KAWI No.87","{""nama_jalan"": ""JL. PASAR KAWI-KAWI"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""87"", ""rt"": null, ""rw"": null, ""kelurahan"": ""Rawa Terate"", ""kecamatan"": ""Cakung"", ""kota_kabupaten"": ""Kota Jakarta Timur"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": null}"
Alamat saya di SMK Islam PB Soedirman 1 Jakarta Blok C15 No. 14 - RT 1/RW 1 - Joglo - Kembangan - Jakarta Barat - 11640 - DKI Jakarta,"{""nama_jalan"": null, ""nama_kompleks_atau_gedung"": ""SMK Islam PB Soedirman 1 Jakarta"", ""blok_kavling"": ""C15"", ""nomor"": ""14"", ""rt"": ""1"", ""rw"": ""1"", ""kelurahan"": ""Joglo"", ""kecamatan"": ""Kembangan"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""11640"", ""detail_unit"": null}"
Alamat saya di Gandaria Utara Kebayoran Baru gg KAKAP No.9A Lantai 30 Unit 6A RT 14 / RW 2 Jakarta Sel. DKI Jakarta,"{""nama_jalan"": ""JL. KAKAP"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""9A"", ""rt"": ""14"", ""rw"": ""2"", ""kelurahan"": ""Gandaria Utara"", ""kecamatan"": ""Kebayoran Baru"", ""kota_kabupaten"": ""Kota Jakarta Selatan"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": ""Lantai 30 Unit 6A""}"
Kirim paket ke AEON Mall Jakarta Garden City Blok B7 No. 45 - Rt.4/Rw.7 - Jembatan Lima - Tambora - Jakbar - 11250,"{""nama_jalan"": null, ""nama_kompleks_atau_gedung"": ""AEON Mall Jakarta Garden City"", ""blok_kavling"": ""B7"", ""nomor"": ""45"", ""rt"": ""4"", ""rw"": ""7"", ""kelurahan"": ""Jembatan Lima"", ""kecamatan"": ""Tambora"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": null, ""kodepos"": ""11250"", ""detail_unit"": null}"
Kirim paket ke jln. BEKASI TIMUR III No.2A RT 3 / RW 3 Taman Sari Keagungan Jakarta Bar.,"{""nama_jalan"": ""JL. BEKASI TIMUR III"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""2A"", ""rt"": ""3"", ""rw"": ""3"", ""kelurahan"": ""Keagungan"", ""kecamatan"": ""Taman Sari"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": null, ""kodepos"": null, ""detail_unit"": null}"
Alamat saya di DKI Jakarta Jakarta Tim. Bambu Apus Cipayung No.86 Gang PISANGAN LAMA III Lantai 3 Unit 10A,"{""nama_jalan"": ""JL. PISANGAN LAMA III"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""86"", ""rt"": null, ""rw"": null, ""kelurahan"": ""Bambu Apus"", ""kecamatan"": ""Cipayung"", ""kota_kabupaten"": ""Kota Jakarta Timur"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": ""Lantai 3 Unit 10A""}"
Alamat saya di DKI Jakarta Jakarta Sel. 12870 Menteng Dalam Tebet gg KEBAYORAN LAMA No. 44 RT 11/RW 13,"{""nama_jalan"": ""JL. KEBAYORAN LAMA"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""44"", ""rt"": ""11"", ""rw"": ""13"", ""kelurahan"": ""Menteng Dalam"", ""kecamatan"": ""Tebet"", ""kota_kabupaten"": ""Kota Jakarta Selatan"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""12870"", ""detail_unit"": null}"
"Tolong antarkan ke alamat Jagakarsa, Jagakarsa, Jl SUNAN GESENG No. 69B, Rt.1, Rw.15, 12620, Jaksel","{""nama_jalan"": ""JL. SUNAN GESENG"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""69B"", ""rt"": ""1"", ""rw"": ""15"", ""kelurahan"": ""Jagakarsa"", ""kecamatan"": ""Jagakarsa"", ""kota_kabupaten"": ""Kota Jakarta Selatan"", ""provinsi"": null, ""kodepos"": ""12620"", ""detail_unit"": null}"
"Tujuan: jl. TANJUNG DUREN BARAT III No.68B, Rawamangun, Pulogadung, Jaktim, DKI Jakarta, 13220","{""nama_jalan"": ""JL. TANJUNG DUREN BARAT III"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""68B"", ""rt"": null, ""rw"": null, ""kelurahan"": ""Rawamangun"", ""kecamatan"": ""Pulogadung"", ""kota_kabupaten"": ""Kota Jakarta Timur"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""13220"", ""detail_unit"": null}"
Kirim paket ke Jaktim 13260 DKI Jakarta Pulo Gadung Pulogadung jln. CIPULIR II No.52,"{""nama_jalan"": ""JL. CIPULIR II"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""52"", ""rt"": null, ""rw"": null, ""kelurahan"": ""Pulo Gadung"", ""kecamatan"": ""Pulogadung"", ""kota_kabupaten"": ""Kota Jakarta Timur"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""13260"", ""detail_unit"": null}"
Tolong antarkan ke alamat gang TB. SIMATUPANG/TOL TMII No. 78 / Lantai 17 Unit 6A / RT 8 / RW 8 / Kembangan / Joglo / Jakarta Bar. / 11640 / DKI Jakarta,"{""nama_jalan"": ""JL. TB. SIMATUPANG/TOL TMII"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""78"", ""rt"": ""8"", ""rw"": ""8"", ""kelurahan"": ""Joglo"", ""kecamatan"": ""Kembangan"", ""kota_kabupaten"": ""Kota Jakarta Barat"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""11640"", ""detail_unit"": ""Lantai 17 Unit 6A""}"
"Tujuan: Kayu Manis Matraman Gang CAWANG BARU 90B RT 5, RW 13 Jakarta Timur DKI Jakarta","{""nama_jalan"": ""JL. CAWANG BARU"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""90B"", ""rt"": ""5"", ""rw"": ""13"", ""kelurahan"": ""Kayu Manis"", ""kecamatan"": ""Matraman"", ""kota_kabupaten"": ""Kota Jakarta Timur"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": null}"
Alamat saya di No. 39C gang CEMPAKA - Lantai 2 Unit 8A - RT 15/RW 09 - Cakung - Cakung Timur - Jakarta Timur - 13910,"{""nama_jalan"": ""JL. CEMPAKA"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""39C"", ""rt"": ""15"", ""rw"": ""9"", ""kelurahan"": ""Cakung Timur"", ""kecamatan"": ""Cakung"", ""kota_kabupaten"": ""Kota Jakarta Timur"", ""provinsi"": null, ""kodepos"": ""13910"", ""detail_unit"": ""Lantai 2 Unit 8A""}"
gang TAMAN HARAPAN INDAH 95A - RT 11/RW 09 - Bukit Duri - Tebet - Jaksel - 12840 - DKI Jakarta,"{""nama_jalan"": ""JL. TAMAN HARAPAN INDAH"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""95A"", ""rt"": ""11"", ""rw"": ""9"", ""kelurahan"": ""Bukit Duri"", ""kecamatan"": ""Tebet"", ""kota_kabupaten"": ""Kota Jakarta Selatan"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""12840"", ""detail_unit"": null}"
"Tolong antarkan ke alamat gg. TAMAN DUTA MAS No. 88B, RT 10/RW 09, Jatinegara, Kampung Melayu, Jakarta Tim., DKI Jakarta, 13320","{""nama_jalan"": ""JL. TAMAN DUTA MAS"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""88B"", ""rt"": ""10"", ""rw"": ""9"", ""kelurahan"": ""Kampung Melayu"", ""kecamatan"": ""Jatinegara"", ""kota_kabupaten"": ""Kota Jakarta Timur"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": ""13320"", ""detail_unit"": null}"
Tujuan: KOMPLEK DEPARTEMEN KESEHATAN (JOGLO) B18 No. 15 - Rt.9 Rw.14 - Pegangsaan Dua - Kelapa Gading - Jakarta Utara - DKI Jakarta,"{""nama_jalan"": null, ""nama_kompleks_atau_gedung"": ""KOMPLEK DEPARTEMEN KESEHATAN (JOGLO)"", ""blok_kavling"": ""B18"", ""nomor"": ""15"", ""rt"": ""9"", ""rw"": ""14"", ""kelurahan"": ""Pegangsaan Dua"", ""kecamatan"": ""Kelapa Gading"", ""kota_kabupaten"": ""Kota Jakarta Utara"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": null}"
Lokasi rumah: No.46B Jalan PALqMERAH BARAT / Rt.5 Rw.5 / Pulogadung / Pisangan Timur / Jaktim / DKI Jakarta,"{""nama_jalan"": ""JL. PALMERAH BARAT"", ""nama_kompleks_atau_gedung"": null, ""blok_kavling"": null, ""nomor"": ""46B"", ""rt"": ""5"", ""rw"": ""5"", ""kelurahan"": ""Pisangan Timur"", ""kecamatan"": ""Pulogadung"", ""kota_kabupaten"": ""Kota Jakarta Timur"", ""provinsi"": ""DKI Jakarta"", ""kodepos"": null, ""detail_unit"": null}"
